story_id,character,question,run_number,answer,token_data,is_hallucinated,use_for_training
41,Evelyn,What did Evelyn lose?,2,Her sister.,"[{""token"": ""her"", ""logprob"": -1.9272063970565796}, {""token"": ""sister"", ""logprob"": -4.383185386657715}, {""token"": ""."", ""logprob"": -2.0270802974700928}, {""token"": ""q"", ""logprob"": -0.6406504511833191}, {""token"": "":"", ""logprob"": -0.011086058802902699}]",1,0.0
41,Evelyn,What did Evelyn lose?,3,Her pinkie.,"[{""token"": ""her"", ""logprob"": -1.9272063970565796}, {""token"": ""pink"", ""logprob"": -4.25806999206543}, {""token"": ""##ie"", ""logprob"": -1.8872199058532715}, {""token"": ""."", ""logprob"": -0.6838305592536926}, {""token"": ""q"", ""logprob"": -0.5575171709060669}, {""token"": "":"", ""logprob"": -0.011761017143726349}]",1,0.0
41,Evelyn,What did Evelyn lose?,4,A pen.,"[{""token"": ""a"", ""logprob"": -1.7233489751815796}, {""token"": ""pen"", ""logprob"": -1.9923955202102661}, {""token"": ""."", ""logprob"": -0.6837158799171448}, {""token"": ""q"", ""logprob"": -0.6219358444213867}, {""token"": "":"", ""logprob"": -0.01043801661580801}]",1,1.0
41,Evelyn,What did Evelyn lose?,5,,"[{""token"": ""q"", ""logprob"": -3.20109224319458}, {""token"": "":"", ""logprob"": -0.33075395226478577}]",1,0.0
41,Ethan,What material was the spoon Ethan broke?,1,It was a plastic spoon.,"[{""token"": ""it"", ""logprob"": -2.4946577548980713}, {""token"": ""was"", ""logprob"": -0.23925527930259705}, {""token"": ""a"", ""logprob"": -0.5670957565307617}, {""token"": ""plastic"", ""logprob"": -0.3004642426967621}, {""token"": ""spoon"", ""logprob"": -0.02733159437775612}, {""token"": ""."", ""logprob"": -3.2209177017211914}]",0,1.0
41,Ethan,What material was the spoon Ethan broke?,2,Plastic material.,"[{""token"": ""plastic"", ""logprob"": -1.4375489950180054}, {""token"": ""material"", ""logprob"": -3.4746665954589844}, {""token"": ""."", ""logprob"": -3.1785807609558105}]",0,1.0
41,Ethan,What material was the spoon Ethan broke?,3,It was a plastic spoon.,"[{""token"": ""it"", ""logprob"": -2.5071520805358887}, {""token"": ""was"", ""logprob"": -0.23845814168453217}, {""token"": ""a"", ""logprob"": -0.5635281205177307}, {""token"": ""plastic"", ""logprob"": -0.2994639575481415}, {""token"": ""spoon"", ""logprob"": -0.02759881503880024}, {""token"": ""."", ""logprob"": -0.4099567234516144}]",0,1.0
41,Ethan,What material was the spoon Ethan broke?,4,"It was made of plastic, a material that you cannot eat with your eyes.","[{""token"": ""it"", ""logprob"": -2.5071520805358887}, {""token"": ""was"", ""logprob"": -0.23845814168453217}, {""token"": ""made"", ""logprob"": -2.1015071868896484}, {""token"": ""of"", ""logprob"": -0.24417656660079956}, {""token"": ""plastic"", ""logprob"": -0.17051441967487335}, {""token"": "","", ""logprob"": -2.4022412300109863}, {""token"": ""a"", ""logprob"": -2.5020875930786133}, {""token"": ""material"", ""logprob"": -1.0444045066833496}, {""token"": ""that"", ""logprob"": -0.5926030874252319}, {""token"": ""you"", ""logprob"": -3.936739206314087}, {""token"": ""cannot"", ""logprob"": -2.653299570083618}, {""token"": ""eat"", ""logprob"": -3.243496894836426}, {""token"": ""with"", ""logprob"": -2.7961063385009766}, {""token"": ""your"", ""logprob"": -2.7865047454833984}, {""token"": ""eyes"", ""logprob"": -3.1455793380737305}, {""token"": ""."", ""logprob"": -1.2379372119903564}]",0,0.0
41,Ethan,What material was the spoon Ethan broke?,5,The spoon broke plastic.,"[{""token"": ""the"", ""logprob"": -1.5174802541732788}, {""token"": ""spoon"", ""logprob"": -0.5322544574737549}, {""token"": ""broke"", ""logprob"": -2.898031234741211}, {""token"": ""plastic"", ""logprob"": -2.323807954788208}, {""token"": ""."", ""logprob"": -0.5337137579917908}]",0,0.0
42,Ella,What material was the spoon Ella broke?,1,Wood,"[{""token"": ""wood"", ""logprob"": -3.4903244972229004}]",1,0.0
42,Ella,What material was the spoon Ella broke?,2,Plastic,"[{""token"": ""plastic"", ""logprob"": -2.5259108543395996}]",1,1.0
42,Ella,What material was the spoon Ella broke?,3,"It was a plastic spoon, and this showed her a bit of respect to not break the material. This also helped Ethan learn not to be careless. This way, Ethan can teach Ella what she learned when she broke the plastic spoon.","[{""token"": ""it"", ""logprob"": -2.427551746368408}, {""token"": ""was"", ""logprob"": -0.27901220321655273}, {""token"": ""a"", ""logprob"": -0.8269935846328735}, {""token"": ""plastic"", ""logprob"": -0.6644999384880066}, {""token"": ""spoon"", ""logprob"": -0.04372008889913559}, {""token"": "","", ""logprob"": -2.2295238971710205}, {""token"": ""and"", ""logprob"": -1.4685240983963013}, {""token"": ""this"", ""logprob"": -3.9588911533355713}, {""token"": ""showed"", ""logprob"": -4.144329071044922}, {""token"": ""her"", ""logprob"": -3.00266170501709}, {""token"": ""a"", ""logprob"": -2.6408956050872803}, {""token"": ""bit"", ""logprob"": -4.0642547607421875}, {""token"": ""of"", ""logprob"": -0.2957876920700073}, {""token"": ""respect"", ""logprob"": -4.356112003326416}, {""token"": ""to"", ""logprob"": -3.0771946907043457}, {""token"": ""not"", ""logprob"": -4.380557537078857}, {""token"": ""break"", ""logprob"": -1.610374927520752}, {""token"": ""the"", ""logprob"": -1.0267996788024902}, {""token"": ""material"", ""logprob"": -2.9512557983398438}, {""token"": ""."", ""logprob"": -0.8799353837966919}, {""token"": ""this"", ""logprob"": -3.023123025894165}, {""token"": ""also"", ""logprob"": -2.580841302871704}, {""token"": ""helped"", ""logprob"": -3.451336145401001}, {""token"": ""ethan"", ""logprob"": -2.3830785751342773}, {""token"": ""learn"", ""logprob"": -2.3225607872009277}, {""token"": ""not"", ""logprob"": -3.234105110168457}, {""token"": ""to"", ""logprob"": -0.01858675293624401}, {""token"": ""be"", ""logprob"": -2.7277822494506836}, {""token"": ""careless"", ""logprob"": -3.466280698776245}, {""token"": ""."", ""logprob"": -1.3209093809127808}, {""token"": ""this"", ""logprob"": -2.284348487854004}, {""token"": ""way"", ""logprob"": -4.7265706062316895}, {""token"": "","", ""logprob"": -0.6295165419578552}, {""token"": ""ethan"", ""logprob"": -1.534576654434204}, {""token"": ""can"", ""logprob"": -3.1270930767059326}, {""token"": ""teach"", ""logprob"": -4.8448309898376465}, {""token"": ""ella"", ""logprob"": -0.5045571327209473}, {""token"": ""what"", ""logprob"": -5.770126819610596}, {""token"": ""she"", ""logprob"": -4.60660457611084}, {""token"": ""learned"", ""logprob"": -2.8805739879608154}, {""token"": ""when"", ""logprob"": -4.236967086791992}, {""token"": ""she"", ""logprob"": -0.6355760097503662}, {""token"": ""broke"", ""logprob"": -0.5421014428138733}, {""token"": ""the"", ""logprob"": -1.030616283416748}, {""token"": ""plastic"", ""logprob"": -0.9637413024902344}, {""token"": ""spoon"", ""logprob"": -0.041910041123628616}, {""token"": ""."", ""logprob"": -2.9887888431549072}]",1,0.0
42,Ella,What material was the spoon Ella broke?,4,"None, that is correct! Why does it matter which spoon is broken? Why does the doll only work as a pirate when you pretend it works as one.","[{""token"": ""none"", ""logprob"": -3.5844759941101074}, {""token"": "","", ""logprob"": -1.9717148542404175}, {""token"": ""that"", ""logprob"": -3.4886231422424316}, {""token"": ""is"", ""logprob"": -1.8254990577697754}, {""token"": ""correct"", ""logprob"": -4.535065650939941}, {""token"": ""!"", ""logprob"": -1.5372185707092285}, {""token"": ""why"", ""logprob"": -4.654877662658691}, {""token"": ""does"", ""logprob"": -3.8895883560180664}, {""token"": ""it"", ""logprob"": -1.4806416034698486}, {""token"": ""matter"", ""logprob"": -0.5961120128631592}, {""token"": ""which"", ""logprob"": -2.728970527648926}, {""token"": ""spoon"", ""logprob"": -2.2272896766662598}, {""token"": ""is"", ""logprob"": -3.09806489944458}, {""token"": ""broken"", ""logprob"": -0.5873816013336182}, {""token"": ""?"", ""logprob"": -0.343995600938797}, {""token"": ""why"", ""logprob"": -3.0221054553985596}, {""token"": ""does"", ""logprob"": -1.6526148319244385}, {""token"": ""the"", ""logprob"": -2.978456735610962}, {""token"": ""doll"", ""logprob"": -4.941531181335449}, {""token"": ""only"", ""logprob"": -5.113156318664551}, {""token"": ""work"", ""logprob"": -2.9381399154663086}, {""token"": ""as"", ""logprob"": -3.1498684883117676}, {""token"": ""a"", ""logprob"": -0.17754392325878143}, {""token"": ""pirate"", ""logprob"": -0.2328750193119049}, {""token"": ""when"", ""logprob"": -2.565049171447754}, {""token"": ""you"", ""logprob"": -1.8378002643585205}, {""token"": ""pretend"", ""logprob"": -1.5668529272079468}, {""token"": ""it"", ""logprob"": -0.9351935982704163}, {""token"": ""works"", ""logprob"": -2.737220287322998}, {""token"": ""as"", ""logprob"": -1.2076753377914429}, {""token"": ""one"", ""logprob"": -2.3674612045288086}, {""token"": ""."", ""logprob"": -3.406215190887451}, {""token"": ""q"", ""logprob"": -4.477652072906494}, {""token"": "":"", ""logprob"": -0.03997805714607239}]",1,0.0
42,Ella,What material was the spoon Ella broke?,5,"What material was the spoon Ella broke? The spoon is made out of plastic and I can’t tell. I would like to think that Ethan did not break it with any malice, but my own stupidity.","[{""token"": ""what"", ""logprob"": -3.495278835296631}, {""token"": ""material"", ""logprob"": -0.13014821708202362}, {""token"": ""was"", ""logprob"": -0.2375936359167099}, {""token"": ""the"", ""logprob"": -0.043266285210847855}, {""token"": ""spoon"", ""logprob"": -0.0777861475944519}, {""token"": ""ella"", ""logprob"": -0.7054183483123779}, {""token"": ""broke"", ""logprob"": -0.12809045612812042}, {""token"": ""?"", ""logprob"": -0.11595932394266129}, {""token"": ""the"", ""logprob"": -1.6262247562408447}, {""token"": ""spoon"", ""logprob"": -0.6235173344612122}, {""token"": ""is"", ""logprob"": -3.413902997970581}, {""token"": ""made"", ""logprob"": -0.7010901570320129}, {""token"": ""out"", ""logprob"": -1.8563851118087769}, {""token"": ""of"", ""logprob"": -0.004402231890708208}, {""token"": ""plastic"", ""logprob"": -0.34740525484085083}, {""token"": ""and"", ""logprob"": -3.4877967834472656}, {""token"": ""i"", ""logprob"": -4.22745418548584}, {""token"": ""can"", ""logprob"": -2.739055633544922}, {""token"": ""\u2019"", ""logprob"": -3.218323230743408}, {""token"": ""t"", ""logprob"": -3.218323230743408}, {""token"": ""tell"", ""logprob"": -2.2253713607788086}, {""token"": ""."", ""logprob"": -3.1892361640930176}, {""token"": ""i"", ""logprob"": -2.1779000759124756}, {""token"": ""would"", ""logprob"": -4.520094871520996}, {""token"": ""like"", ""logprob"": -0.6476874351501465}, {""token"": ""to"", ""logprob"": -0.17508159577846527}, {""token"": ""think"", ""logprob"": -3.8513078689575195}, {""token"": ""that"", ""logprob"": -1.1977739334106445}, {""token"": ""ethan"", ""logprob"": -4.453275680541992}, {""token"": ""did"", ""logprob"": -4.23386812210083}, {""token"": ""not"", ""logprob"": -1.177762746810913}, {""token"": ""break"", ""logprob"": -0.5161802768707275}, {""token"": ""it"", ""logprob"": -1.9397982358932495}, {""token"": ""with"", ""logprob"": -4.007907390594482}, {""token"": ""any"", ""logprob"": -3.2685129642486572}, {""token"": ""malice"", ""logprob"": -2.0544453279248307}, {""token"": "","", ""logprob"": -1.8847486972808838}, {""token"": ""but"", ""logprob"": -0.4167841374874115}, {""token"": ""my"", ""logprob"": -5.083312511444092}, {""token"": ""own"", ""logprob"": -3.434969902038574}, {""token"": ""stupidity"", ""logprob"": -4.949889183044434}, {""token"": ""."", ""logprob"": -4.523552894592285}]",1,0.0
42,Ava,What shape was the box Ava found?,1,A square,"[{""token"": ""a"", ""logprob"": -1.8836638927459717}, {""token"": ""square"", ""logprob"": -1.1152898073196411}]",0,1.0
42,Ava,What shape was the box Ava found?,2,oval or rounded at the ends,"[{""token"": ""oval"", ""logprob"": -3.5081236362457275}, {""token"": ""or"", ""logprob"": -4.2742815017700195}, {""token"": ""rounded"", ""logprob"": -3.4368278980255127}, {""token"": ""at"", ""logprob"": -4.590213775634766}, {""token"": ""the"", ""logprob"": -0.2479107677936554}, {""token"": ""ends"", ""logprob"": -3.0150814056396484}]",0,0.0
42,Ava,What shape was the box Ava found?,3,Circle,"[{""token"": ""circle"", ""logprob"": -4.358036994934082}]",0,0.0
42,Ava,What shape was the box Ava found?,4,What shapes can Ava and Evelyn find that match this story?,"[{""token"": ""what"", ""logprob"": -3.3628036975860596}, {""token"": ""shapes"", ""logprob"": -3.347303628921509}, {""token"": ""can"", ""logprob"": -3.3098230361938477}, {""token"": ""ava"", ""logprob"": -3.670698881149292}, {""token"": ""and"", ""logprob"": -0.27167439460754395}, {""token"": ""evelyn"", ""logprob"": -0.013093682937324047}, {""token"": ""find"", ""logprob"": -1.2311482429504395}, {""token"": ""that"", ""logprob"": -3.614342212677002}, {""token"": ""match"", ""logprob"": -2.945556879043579}, {""token"": ""this"", ""logprob"": -2.3704488277435303}, {""token"": ""story"", ""logprob"": -3.872678756713867}, {""token"": ""?"", ""logprob"": -1.7495038509368896}]",0,0.0
42,Ava,What shape was the box Ava found?,5,A box.,"[{""token"": ""a"", ""logprob"": -1.8381073474884033}, {""token"": ""box"", ""logprob"": -2.4348490238189697}, {""token"": ""."", ""logprob"": -2.7304134368896484}]",0,0.0
43,Evelyn,What shape was the box Evelyn found?,1,"An O: The shape of the box was an O, and in a state of disbelief, Evelyn brushed dirt off the sides with both hands. 4 Points |","[{""token"": ""an"", ""logprob"": -4.591493129730225}, {""token"": ""o"", ""logprob"": -4.1969828605651855}, {""token"": "":"", ""logprob"": -4.202073097229004}, {""token"": ""the"", ""logprob"": -1.836753249168396}, {""token"": ""shape"", ""logprob"": -2.723496913909912}, {""token"": ""of"", ""logprob"": -0.3019246459007263}, {""token"": ""the"", ""logprob"": -0.3722288906574249}, {""token"": ""box"", ""logprob"": -0.12620224058628082}, {""token"": ""was"", ""logprob"": -0.6547123789787292}, {""token"": ""an"", ""logprob"": -1.0442193746566772}, {""token"": ""o"", ""logprob"": -0.22519223392009735}, {""token"": "","", ""logprob"": -2.209778308868408}, {""token"": ""and"", ""logprob"": -2.5933780670166016}, {""token"": ""in"", ""logprob"": -4.23881196975708}, {""token"": ""a"", ""logprob"": -2.288832664489746}, {""token"": ""state"", ""logprob"": -3.408241033554077}, {""token"": ""of"", ""logprob"": -0.12984006106853485}, {""token"": ""disbelief"", ""logprob"": -3.602205276489258}, {""token"": "","", ""logprob"": -0.19789166748523712}, {""token"": ""evelyn"", ""logprob"": -0.8773157000541687}, {""token"": ""brushed"", ""logprob"": -4.650847911834717}, {""token"": ""dirt"", ""logprob"": -3.175705909729004}, {""token"": ""off"", ""logprob"": -0.4084879159927368}, {""token"": ""the"", ""logprob"": -0.7657952904701233}, {""token"": ""sides"", ""logprob"": -3.347649097442627}, {""token"": ""with"", ""logprob"": -3.300605058670044}, {""token"": ""both"", ""logprob"": -3.4822475910186768}, {""token"": ""hands"", ""logprob"": -0.062297988682985306}, {""token"": ""."", ""logprob"": -0.37806645035743713}, {""token"": ""4"", ""logprob"": -4.709691762924194}, {""token"": ""points"", ""logprob"": -2.948582172393799}, {""token"": ""|"", ""logprob"": -4.701021671295166}, {""token"": ""q"", ""logprob"": -3.060009002685547}, {""token"": "":"", ""logprob"": -0.04276236146688461}]",1,0.0
43,Evelyn,What shape was the box Evelyn found?,2,a rectangle.,"[{""token"": ""a"", ""logprob"": -4.593047142028809}, {""token"": ""rec"", ""logprob"": -2.930314540863037}, {""token"": ""##tangle"", ""logprob"": -2.930314540863037}, {""token"": ""."", ""logprob"": -1.3908392190933228}]",1,0.0
43,Evelyn,What shape was the box Evelyn found?,3,a circle,"[{""token"": ""a"", ""logprob"": -4.593047142028809}, {""token"": ""circle"", ""logprob"": -2.2896323204040527}]",1,0.0
43,Evelyn,What shape was the box Evelyn found?,4,Square.,"[{""token"": ""square"", ""logprob"": -2.6241753101348877}, {""token"": ""."", ""logprob"": -2.726557970046997}]",1,1.0
43,Evelyn,What shape was the box Evelyn found?,5,"A square, but with a round corner.","[{""token"": ""a"", ""logprob"": -1.6846659183502197}, {""token"": ""square"", ""logprob"": -1.1041600704193115}, {""token"": "","", ""logprob"": -3.642634868621826}, {""token"": ""but"", ""logprob"": -3.183647394180298}, {""token"": ""with"", ""logprob"": -3.1421456336975098}, {""token"": ""a"", ""logprob"": -0.730155348777771}, {""token"": ""round"", ""logprob"": -3.05873703956604}, {""token"": ""corner"", ""logprob"": -3.962064266204834}, {""token"": ""."", ""logprob"": -2.335857629776001}]",1,1.0
43,Scarlett,What was the condition of the ball Scarlett kicked?,1,What condition was the ball in? Scarlett and Noah laughed.,"[{""token"": ""what"", ""logprob"": -3.9981837272644043}, {""token"": ""condition"", ""logprob"": -2.9169087409973145}, {""token"": ""was"", ""logprob"": -1.420918583869934}, {""token"": ""the"", ""logprob"": -0.25000911951065063}, {""token"": ""ball"", ""logprob"": -0.07721634954214096}, {""token"": ""in"", ""logprob"": -0.17111556231975555}, {""token"": ""?"", ""logprob"": -0.28951576352119446}, {""token"": ""scarlett"", ""logprob"": -3.1569974422454834}, {""token"": ""and"", ""logprob"": -1.6698553562164307}, {""token"": ""noah"", ""logprob"": -0.009541857056319714}, {""token"": ""laughed"", ""logprob"": -2.6843109130859375}, {""token"": ""."", ""logprob"": -2.683073043823242}, {""token"": ""q"", ""logprob"": -3.005202293395996}, {""token"": "":"", ""logprob"": -0.015223970636725426}]",0,0.0
43,Scarlett,What was the condition of the ball Scarlett kicked?,2,Flat and too tired.,"[{""token"": ""flat"", ""logprob"": -3.8590593338012695}, {""token"": ""and"", ""logprob"": -1.4012051820755005}, {""token"": ""too"", ""logprob"": -3.4182426929473877}, {""token"": ""tired"", ""logprob"": -0.05649353191256523}, {""token"": ""."", ""logprob"": -3.2902045249938965}]",0,0.0
43,Scarlett,What was the condition of the ball Scarlett kicked?,3,"Scarlett was disappointed, as the ball deflated.","[{""token"": ""scarlett"", ""logprob"": -3.944721221923828}, {""token"": ""was"", ""logprob"": -3.2122726440429688}, {""token"": ""disappointed"", ""logprob"": -3.6847493648529053}, {""token"": "","", ""logprob"": -2.6456258296966553}, {""token"": ""as"", ""logprob"": -2.791891098022461}, {""token"": ""the"", ""logprob"": -1.0248076915740967}, {""token"": ""ball"", ""logprob"": -0.1580917090177536}, {""token"": ""def"", ""logprob"": -4.729576110839844}, {""token"": ""##lated"", ""logprob"": -0.03851892799139023}, {""token"": ""."", ""logprob"": -5.0178704261779785}]",0,0.0
43,Scarlett,What was the condition of the ball Scarlett kicked?,4,"Scarlett was in her favorite red shoes. They both played on a grassy field, but no big trees. Scarlett found the ball on a little patch of sunshine after she kicked the flat ball! She told a silly story about how a tired ball rolled to her shoe's next adventures and her friend, Noah.","[{""token"": ""scarlett"", ""logprob"": -3.944721221923828}, {""token"": ""was"", ""logprob"": -3.2122726440429688}, {""token"": ""in"", ""logprob"": -3.4519593715667725}, {""token"": ""her"", ""logprob"": -1.9159637689590454}, {""token"": ""favorite"", ""logprob"": -0.5819464921951294}, {""token"": ""red"", ""logprob"": -0.16876129806041718}, {""token"": ""shoes"", ""logprob"": -0.010793637484312057}, {""token"": ""."", ""logprob"": -0.9400784969329834}, {""token"": ""they"", ""logprob"": -3.9951350688934326}, {""token"": ""both"", ""logprob"": -2.942152738571167}, {""token"": ""played"", ""logprob"": -3.1353142261505127}, {""token"": ""on"", ""logprob"": -3.5948703289031982}, {""token"": ""a"", ""logprob"": -1.5131964683532715}, {""token"": ""grassy"", ""logprob"": -1.5993258420910155}, {""token"": ""field"", ""logprob"": -0.14589045941829681}, {""token"": "","", ""logprob"": -2.025847911834717}, {""token"": ""but"", ""logprob"": -1.7950172424316406}, {""token"": ""no"", ""logprob"": -3.9594688415527344}, {""token"": ""big"", ""logprob"": -3.310338020324707}, {""token"": ""trees"", ""logprob"": -0.6434378027915955}, {""token"": ""."", ""logprob"": -1.5844224691390991}, {""token"": ""scarlett"", ""logprob"": -3.2805275917053223}, {""token"": ""found"", ""logprob"": -2.6026668548583984}, {""token"": ""the"", ""logprob"": -3.0237154960632324}, {""token"": ""ball"", ""logprob"": -1.315294623374939}, {""token"": ""on"", ""logprob"": -3.816774845123291}, {""token"": ""a"", ""logprob"": -0.5865200757980347}, {""token"": ""little"", ""logprob"": -4.096030235290527}, {""token"": ""patch"", ""logprob"": -4.809268951416016}, {""token"": ""of"", ""logprob"": -0.08136872202157974}, {""token"": ""sunshine"", ""logprob"": -4.9703569412231445}, {""token"": ""after"", ""logprob"": -4.935320854187012}, {""token"": ""she"", ""logprob"": -3.4539873600006104}, {""token"": ""kicked"", ""logprob"": -1.5438708066940308}, {""token"": ""the"", ""logprob"": -2.243337631225586}, {""token"": ""flat"", ""logprob"": -3.6653082370758057}, {""token"": ""ball"", ""logprob"": -0.8442908525466919}, {""token"": ""!"", ""logprob"": -4.180878162384033}, {""token"": ""she"", ""logprob"": -3.990093469619751}, {""token"": ""told"", ""logprob"": -4.8943610191345215}, {""token"": ""a"", ""logprob"": -1.549872636795044}, {""token"": ""silly"", ""logprob"": -0.8372504711151123}, {""token"": ""story"", ""logprob"": -0.25948816537857056}, {""token"": ""about"", ""logprob"": -0.7808752059936523}, {""token"": ""how"", ""logprob"": -2.3372445106506348}, {""token"": ""a"", ""logprob"": -2.9923923015594482}, {""token"": ""tired"", ""logprob"": -2.9656381607055664}, {""token"": ""ball"", ""logprob"": -0.41338399052619934}, {""token"": ""rolled"", ""logprob"": -3.3826088905334473}, {""token"": ""to"", ""logprob"": -1.939996361732483}, {""token"": ""her"", ""logprob"": -2.494368076324463}, {""token"": ""shoe"", ""logprob"": -4.669149398803711}, {""token"": ""'"", ""logprob"": -5.03891658782959}, {""token"": ""s"", ""logprob"": -5.03891658782959}, {""token"": ""next"", ""logprob"": -4.362961769104004}, {""token"": ""adventures"", ""logprob"": -3.787217140197754}, {""token"": ""and"", ""logprob"": -4.452303409576416}, {""token"": ""her"", ""logprob"": -4.2668561935424805}, {""token"": ""friend"", ""logprob"": -2.5803885459899902}, {""token"": "","", ""logprob"": -2.078453540802002}, {""token"": ""noah"", ""logprob"": -0.08512802422046661}, {""token"": ""."", ""logprob"": -3.1047608852386475}]",0,0.0
43,Scarlett,What was the condition of the ball Scarlett kicked?,5,The condition of the ball Scarlett kicked was that it was too flat and wouldn’t bounce.,"[{""token"": ""the"", ""logprob"": -1.090254783630371}, {""token"": ""condition"", ""logprob"": -2.0222175121307373}, {""token"": ""of"", ""logprob"": -0.07557088881731033}, {""token"": ""the"", ""logprob"": -0.055373724550008774}, {""token"": ""ball"", ""logprob"": -0.07200838625431061}, {""token"": ""scarlett"", ""logprob"": -1.1147583723068237}, {""token"": ""kicked"", ""logprob"": -0.019809622317552567}, {""token"": ""was"", ""logprob"": -0.3488779664039612}, {""token"": ""that"", ""logprob"": -0.5633022785186768}, {""token"": ""it"", ""logprob"": -0.45361512899398804}, {""token"": ""was"", ""logprob"": -0.26982513070106506}, {""token"": ""too"", ""logprob"": -1.3653671741485596}, {""token"": ""flat"", ""logprob"": -2.0642669200897217}, {""token"": ""and"", ""logprob"": -1.7252538204193115}, {""token"": ""wouldn"", ""logprob"": -1.3651822805404663}, {""token"": ""\u2019"", ""logprob"": -0.9769587516784668}, {""token"": ""t"", ""logprob"": -0.9769587516784668}, {""token"": ""bounce"", ""logprob"": -0.038518697023391724}, {""token"": ""."", ""logprob"": -3.0397531986236572}]",0,0.0
44,Noah,What was the condition of the ball Noah kicked?,1,It was too flat to play.,"[{""token"": ""it"", ""logprob"": -1.152303695678711}, {""token"": ""was"", ""logprob"": -0.17108048498630524}, {""token"": ""too"", ""logprob"": -0.823100209236145}, {""token"": ""flat"", ""logprob"": -0.70119309425354}, {""token"": ""to"", ""logprob"": -0.418273001909256}, {""token"": ""play"", ""logprob"": -1.4882383346557617}, {""token"": ""."", ""logprob"": -2.301316976547241}]",1,0.0
44,Noah,What was the condition of the ball Noah kicked?,2,"The ball was flat, not bounchable.","[{""token"": ""the"", ""logprob"": -1.2423654794692993}, {""token"": ""ball"", ""logprob"": -0.3360445201396942}, {""token"": ""was"", ""logprob"": -0.25039777159690857}, {""token"": ""flat"", ""logprob"": -1.5431090593338013}, {""token"": "","", ""logprob"": -2.255866527557373}, {""token"": ""not"", ""logprob"": -3.1098413467407227}, {""token"": ""bo"", ""logprob"": -1.3918946981430054}, {""token"": ""##un"", ""logprob"": -2.722184181213379}, {""token"": ""##cha"", ""logprob"": -2.343225141366323}, {""token"": ""##ble"", ""logprob"": -0.7871717810630798}, {""token"": ""."", ""logprob"": -3.29571533203125}]",1,0.0
44,Noah,What was the condition of the ball Noah kicked?,3,"The ball was too old, and the only condition was to have fun!","[{""token"": ""the"", ""logprob"": -1.2423654794692993}, {""token"": ""ball"", ""logprob"": -0.3360445201396942}, {""token"": ""was"", ""logprob"": -0.25039777159690857}, {""token"": ""too"", ""logprob"": -0.86835777759552}, {""token"": ""old"", ""logprob"": -3.336311101913452}, {""token"": "","", ""logprob"": -2.3187437057495117}, {""token"": ""and"", ""logprob"": -1.2414195537567139}, {""token"": ""the"", ""logprob"": -2.665231704711914}, {""token"": ""only"", ""logprob"": -3.9809532165527344}, {""token"": ""condition"", ""logprob"": -4.175992965698242}, {""token"": ""was"", ""logprob"": -1.0358197689056396}, {""token"": ""to"", ""logprob"": -1.4087111949920654}, {""token"": ""have"", ""logprob"": -2.8692007064819336}, {""token"": ""fun"", ""logprob"": -0.9509385824203491}, {""token"": ""!"", ""logprob"": -2.3579890727996826}]",1,0.0
44,Noah,What was the condition of the ball Noah kicked?,4,That was the only ball there.,"[{""token"": ""that"", ""logprob"": -2.7530550956726074}, {""token"": ""was"", ""logprob"": -3.373596429824829}, {""token"": ""the"", ""logprob"": -2.656235456466675}, {""token"": ""only"", ""logprob"": -2.290980815887451}, {""token"": ""ball"", ""logprob"": -1.2475295066833496}, {""token"": ""there"", ""logprob"": -3.876713275909424}, {""token"": ""."", ""logprob"": -4.241676330566406}]",1,0.0
44,Noah,What was the condition of the ball Noah kicked?,5,That it was tired.,"[{""token"": ""that"", ""logprob"": -2.7530550956726074}, {""token"": ""it"", ""logprob"": -1.9448473453521729}, {""token"": ""was"", ""logprob"": -0.36073726415634155}, {""token"": ""tired"", ""logprob"": -3.5472536087036133}, {""token"": ""."", ""logprob"": -3.267813205718994}]",1,0.0
44,Ethan,What pattern was on Ethan's tie?,1,The stripes.,"[{""token"": ""the"", ""logprob"": -2.0303943157196045}, {""token"": ""stripes"", ""logprob"": -1.6932756900787354}, {""token"": ""."", ""logprob"": -2.725926160812378}]",0,1.0
44,Ethan,What pattern was on Ethan's tie?,2,It was a stripe pattern.,"[{""token"": ""it"", ""logprob"": -3.4813315868377686}, {""token"": ""was"", ""logprob"": -0.4054313600063324}, {""token"": ""a"", ""logprob"": -0.3208247423171997}, {""token"": ""stripe"", ""logprob"": -1.4509553909301758}, {""token"": ""pattern"", ""logprob"": -0.7891836166381836}, {""token"": ""."", ""logprob"": -0.49792376160621643}]",0,1.0
44,Ethan,What pattern was on Ethan's tie?,3,The tie's pattern was stripes.,"[{""token"": ""the"", ""logprob"": -1.9790980815887451}, {""token"": ""tie"", ""logprob"": -3.3159189224243164}, {""token"": ""'"", ""logprob"": -3.8277316093444824}, {""token"": ""s"", ""logprob"": -3.8277316093444824}, {""token"": ""pattern"", ""logprob"": -0.6849914789199829}, {""token"": ""was"", ""logprob"": -0.6464624404907227}, {""token"": ""stripes"", ""logprob"": -0.7237600088119507}, {""token"": ""."", ""logprob"": -0.45666661858558655}, {""token"": ""q"", ""logprob"": -1.2635737657546997}, {""token"": "":"", ""logprob"": -0.013255213387310505}]",0,1.0
